R,G,B,index
188,27,85,8
209,10,64,8
190,22,85,8
209,78,9,8
224,12,46,8
176,0,43,8
246,78,67,8
189,40,38,8
215,59,45,8
171,33,65,8
208,6,74,8
247,52,55,8
174,15,34,8
175,1,0,8
177,76,71,8
234,66,78,8
252,28,57,8
249,45,78,8
200,73,39,8
201,45,75,8
187,42,72,8
176,37,4,8
239,1,26,8
189,52,38,8
237,53,46,8
194,62,72,8
228,58,65,8
217,20,47,8
191,51,79,8
209,78,29,8
231,77,20,8
186,19,56,8
175,81,56,8
207,48,10,8
214,60,63,8
183,32,58,8
241,53,29,8
200,67,39,8
214,65,85,8
178,25,62,8
177,75,8,8
220,61,66,8
227,40,50,8
216,61,10,8
216,25,75,8
249,36,29,8
236,72,46,8
251,26,42,8
204,62,10,8
200,75,63,8
218,61,29,8
174,34,24,8
181,12,69,8
210,63,23,8
252,31,14,8
174,43,17,8
204,32,7,8
204,11,54,8
217,55,24,8
218,0,12,8
221,46,51,8
171,17,58,8
235,43,72,8
185,67,11,8
172,31,61,8
207,36,66,8
200,2,46,8
212,24,10,8
226,75,51,8
238,84,85,8
190,8,72,8
226,81,73,8
179,48,20,8
217,75,32,8
214,33,12,8
255,26,64,8
248,55,20,8
198,35,18,8
193,70,61,8
207,43,3,8
195,7,84,8
235,11,66,8
194,18,85,8
244,5,51,8
195,11,18,8
215,33,1,8
216,11,20,8
185,76,19,8
209,26,63,8
202,45,49,8
181,33,42,8
189,84,3,8
216,42,19,8
182,76,52,8
212,58,23,8
180,16,10,8
204,80,65,8
241,83,40,8
224,24,20,8
192,17,80,8
220,82,64,8
211,75,66,8
192,69,60,8
229,68,17,8
225,3,40,8
222,26,53,8
233,60,70,8
184,85,71,8
184,23,63,8
184,83,37,8
186,34,9,8
204,14,47,8
183,11,33,8
183,7,80,8
248,41,77,8
240,18,61,8
236,77,78,8
181,69,6,8
217,53,50,8
184,19,43,8
228,47,28,8
182,67,13,8
211,60,61,8
177,67,45,8
172,74,46,8
188,51,69,8
218,85,14,8
188,81,17,8
223,51,68,8
206,20,83,8
215,22,71,8
189,1,66,8
173,47,74,8
237,24,46,8
251,24,37,8
206,63,21,8
247,26,82,8
191,1,34,8
182,43,46,8
173,76,70,8
180,63,37,8
253,30,43,8
228,56,29,8
231,40,8,8
194,67,56,8
178,61,71,8
205,29,36,8
200,46,81,8
222,65,82,8
178,10,52,8
172,73,47,8
242,78,20,8
205,40,68,8
209,20,67,8
177,10,67,8
243,37,3,8
243,46,75,8
220,9,77,8
203,24,4,8
253,55,1,8
200,18,49,8
239,80,24,8
180,48,73,8
240,40,23,8
228,41,38,8
247,61,20,8
212,62,76,8
183,75,27,8
226,74,85,8
254,69,79,8
205,41,3,8
236,82,0,8
242,8,69,8
239,73,32,8
172,28,53,8
230,33,27,8
249,68,50,8
229,83,47,8
228,23,7,8
217,62,18,8
196,50,57,8
187,15,60,8
177,37,46,8
182,31,4,8
192,33,76,8
246,27,12,8
232,46,16,8
181,22,51,8
189,62,85,8
197,49,16,8
216,36,8,8
250,67,37,8
188,51,22,8
239,61,57,8
172,36,45,8
217,25,56,8
194,22,68,8
199,71,53,8
248,8,77,8
251,11,5,8
171,37,22,8
249,57,18,8
252,80,14,8
176,34,15,8
249,33,21,8
204,4,29,8
172,73,80,8
214,45,24,8
253,8,38,8
247,74,75,8
236,21,42,8
251,83,53,8
177,50,34,8
240,83,50,8
228,57,13,8
216,1,60,8
240,29,20,8
215,25,8,8
197,11,28,8
226,30,79,8
184,11,44,8
201,5,7,8
213,7,44,8
232,2,0,8
249,66,81,8
191,81,41,8
181,28,10,8
217,38,49,8
191,0,31,8
247,0,76,8
199,38,55,8
202,78,55,8
207,58,74,8
196,11,74,8
203,82,24,8
239,77,31,8
205,16,81,8
214,80,7,8
210,52,83,8
249,2,33,8
208,58,52,8
188,25,41,8
223,2,20,8
191,74,85,8
181,60,80,8
245,47,46,8
176,1,27,8
201,37,71,8
187,53,58,8
245,2,39,8
240,35,29,8
212,11,4,8
243,26,43,8
178,16,28,8
228,18,55,8
178,8,25,8
194,205,203,9
238,178,185,9
222,255,231,9
198,215,180,9
196,190,189,9
210,198,244,9
226,226,237,9
242,203,230,9
203,230,214,9
202,226,253,9
187,247,247,9
200,223,229,9
216,183,210,9
241,252,207,9
218,195,221,9
214,197,212,9
204,230,203,9
237,176,246,9
187,233,179,9
227,199,186,9
224,248,249,9
219,199,183,9
234,178,175,9
242,205,216,9
235,251,226,9
211,182,198,9
172,190,212,9
185,244,235,9
197,180,176,9
244,215,180,9
175,223,188,9
203,224,212,9
214,224,202,9
220,245,202,9
249,225,215,9
215,187,247,9
202,222,210,9
238,178,224,9
191,237,224,9
220,227,255,9
231,175,171,9
189,209,198,9
250,206,237,9
193,223,232,9
238,227,180,9
204,231,192,9
202,218,192,9
253,176,229,9
174,171,186,9
210,215,245,9
221,173,225,9
202,218,244,9
236,211,247,9
237,174,213,9
172,235,177,9
243,244,231,9
230,183,254,9
206,214,226,9
212,215,208,9
228,187,182,9
173,208,193,9
181,181,186,9
173,212,239,9
229,211,210,9
172,224,240,9
253,213,227,9
214,219,176,9
228,176,241,9
246,182,251,9
223,202,190,9
221,187,175,9
212,243,200,9
216,176,206,9
194,225,241,9
251,241,186,9
190,171,225,9
177,208,230,9
215,187,179,9
218,205,180,9
206,231,243,9
209,220,196,9
178,250,242,9
180,178,230,9
222,207,229,9
230,229,237,9
249,194,177,9
228,196,212,9
235,216,221,9
232,217,241,9
191,213,246,9
177,213,243,9
197,201,218,9
237,205,174,9
249,222,187,9
210,244,250,9
175,214,199,9
227,246,198,9
242,190,252,9
211,234,224,9
183,175,244,9
210,250,248,9
253,214,229,9
189,248,214,9
185,185,218,9
235,178,245,9
219,186,204,9
214,225,221,9
204,255,208,9
203,217,226,9
204,177,229,9
178,201,197,9
226,185,240,9
234,172,191,9
171,231,233,9
173,238,239,9
220,201,199,9
200,194,193,9
253,210,194,9
223,219,211,9
191,220,224,9
241,233,185,9
182,221,205,9
240,232,250,9
223,216,253,9
242,218,235,9
223,209,203,9
217,198,191,9
214,251,193,9
184,179,252,9
229,223,214,9
221,182,243,9
180,175,233,9
225,242,254,9
211,247,175,9
242,244,236,9
179,232,210,9
235,200,243,9
237,183,199,9
178,195,233,9
187,213,214,9
240,253,181,9
201,188,215,9
253,225,216,9
240,203,213,9
202,201,201,9
232,242,225,9
192,174,207,9
210,241,252,9
181,209,249,9
207,250,181,9
207,193,172,9
174,229,255,9
240,197,196,9
218,190,248,9
229,222,251,9
251,185,212,9
205,216,203,9
192,248,182,9
185,221,253,9
221,202,246,9
233,235,226,9
181,247,239,9
253,211,174,9
243,186,220,9
222,251,217,9
246,197,241,9
171,210,241,9
204,218,177,9
178,177,171,9
249,175,222,9
234,211,216,9
240,196,229,9
174,218,177,9
191,199,191,9
196,223,195,9
193,173,174,9
245,220,171,9
234,220,220,9
248,243,231,9
221,219,180,9
229,195,188,9
235,204,171,9
234,176,176,9
252,219,205,9
193,247,222,9
181,189,238,9
209,224,202,9
173,200,234,9
200,178,250,9
202,232,190,9
185,206,213,9
212,218,223,9
216,217,187,9
177,180,185,9
245,182,220,9
180,217,245,9
185,252,221,9
209,223,217,9
249,180,212,9
215,211,237,9
234,198,235,9
241,235,244,9
185,185,185,9
220,254,181,9
221,189,235,9
202,171,185,9
208,207,203,9
202,253,234,9
196,211,180,9
229,224,251,9
187,244,174,9
250,173,172,9
182,226,244,9
179,241,254,9
224,206,219,9
214,201,250,9
187,198,217,9
230,207,218,9
233,172,242,9
205,251,245,9
188,235,197,9
179,224,235,9
195,208,210,9
245,173,206,9
247,175,175,9
221,213,219,9
221,184,206,9
247,247,187,9
174,184,231,9
174,247,224,9
236,211,215,9
210,240,235,9
181,192,187,9
216,195,215,9
221,245,173,9
238,219,227,9
209,197,227,9
196,226,235,9
252,208,177,9
173,192,226,9
174,185,209,9
220,222,199,9
243,196,217,9
221,192,173,9
179,218,190,9
246,255,237,9
202,226,227,9
194,186,242,9
186,204,232,9
236,189,199,9
239,173,178,9
248,176,253,9
244,217,202,9
193,229,195,9
198,178,184,9
233,237,196,9
247,215,204,9
239,251,225,9
240,247,191,9
189,191,206,9
176,244,196,9
205,222,183,9
237,239,192,9
209,181,206,9
250,172,250,9
173,206,226,9
229,250,194,9
185,205,217,9
239,195,195,9
220,236,175,9
247,249,234,9
180,234,216,9
246,210,216,9
200,181,199,9
219,243,205,9
217,244,253,9
238,189,238,9
209,194,196,9
179,193,211,9
216,199,229,9
195,178,238,9
223,186,247,9
189,176,218,9
213,244,179,9
197,252,175,9
185,235,173,9
171,221,177,9
187,204,252,9
237,202,218,9
211,187,173,9
220,221,213,9
231,211,233,9
206,245,226,9
202,214,237,9
199,240,179,9
235,176,250,9
232,205,217,9
181,249,246,9
171,238,205,9
240,177,193,9
180,208,216,9
248,230,240,9
234,175,235,9
227,249,245,9
174,215,196,9
254,252,222,9
189,225,210,9
220,198,177,9
224,211,228,9
229,188,223,9
244,255,218,9
231,253,209,9
200,235,176,9
228,171,200,9
239,210,201,9
229,210,240,9
177,186,206,9
235,188,243,9
235,217,189,9
254,205,188,9
231,189,225,9
247,217,196,9
208,255,175,9
185,237,246,9
221,249,183,9
190,171,208,9
193,220,240,9
175,201,196,9
252,240,180,9
231,200,240,9
194,247,229,9
231,189,224,9
173,246,188,9
221,239,212,9
202,230,219,9
201,212,252,9
241,236,175,9
218,244,205,9
189,247,209,9
248,198,174,9
239,249,233,9
236,215,252,9
196,222,243,9
200,190,174,9
226,197,209,9
236,245,190,9
248,205,183,9
195,177,217,9
216,250,238,9
220,255,227,9
219,222,245,9
173,228,229,9
215,239,177,9
227,198,201,9
248,236,204,9
222,209,200,9
192,238,223,9
227,222,183,9
206,182,217,9
242,217,181,9
252,212,233,9
196,248,208,9
195,207,236,9
228,214,244,9
214,175,184,9
222,232,209,9
196,193,204,9
253,230,236,9
244,227,173,9
217,212,223,9
212,199,183,9
203,171,237,9
217,210,247,9
222,195,173,9
229,210,205,9
231,245,197,9
251,220,172,9
183,226,228,9
181,253,201,9
182,228,243,9
171,245,216,9
203,226,172,9
179,223,236,9
189,242,255,9
182,191,195,9
202,192,180,9
201,196,232,9
179,253,175,9
243,213,214,9
217,186,202,9
249,171,178,9
246,249,183,9
203,219,197,9
221,235,219,9
207,234,254,9
220,253,232,9
250,214,183,9
233,223,240,9
232,234,227,9
191,195,242,9
206,223,207,9
189,221,202,9
231,243,247,9
243,209,201,9
184,196,243,9
174,239,236,9
226,239,192,9
255,217,224,9
229,177,242,9
172,252,195,9
187,230,171,9
185,236,229,9
251,230,212,9
181,219,196,9
207,218,201,9
255,234,237,9
236,180,237,9
209,192,199,9
240,233,191,9
229,215,239,9
210,184,228,9
204,204,198,9
246,175,232,9
190,182,239,9
231,201,210,9
255,238,250,9
244,201,255,9
245,239,230,9
247,208,195,9
235,210,192,9
224,173,247,9
192,243,250,9
253,171,186,9
190,171,220,9
195,185,216,9
204,192,187,9
240,201,185,9
206,235,242,9
228,250,172,9
253,200,177,9
253,213,184,9
194,236,189,9
226,234,233,9
228,174,213,9
225,219,208,9
187,219,204,9
202,220,180,9
206,217,213,9
247,242,250,9
223,183,208,9
221,234,185,9
213,200,206,9
215,226,243,9
208,231,188,9
178,253,179,9
247,237,217,9
206,241,242,9
252,178,195,9
233,212,185,9
235,208,254,9
174,242,177,9
197,195,184,9
248,211,220,9
229,217,213,9
214,254,254,9
247,198,236,9
172,183,235,9
213,249,246,9
227,191,220,9
230,192,203,9
219,172,208,9
242,249,207,9
203,204,181,9
201,223,207,9
227,216,216,9
196,242,180,9
241,176,180,9
253,229,237,9
209,185,226,9
206,180,171,9
241,190,177,9
203,175,225,9
191,206,224,9
255,245,213,9
235,218,196,9
219,194,190,9
223,189,213,9
224,241,242,9
175,196,254,9
226,174,226,9
232,198,247,9
216,196,254,9
249,223,243,9
215,217,244,9
229,201,242,9
200,189,204,9
181,230,237,9
219,250,248,9
224,183,201,9
217,217,183,9
208,238,246,9
179,196,201,9
203,191,236,9
255,239,190,9
219,173,239,9
219,220,195,9
219,202,241,9
250,249,202,9
191,224,210,9
205,222,187,9
237,178,213,9
236,242,237,9
236,227,174,9
216,250,188,9
218,233,252,9
248,209,221,9
229,209,174,9
180,229,190,9
237,248,236,9
202,219,186,9
175,249,226,9
254,219,204,9
198,243,186,9
194,194,244,9
172,215,179,9
205,246,254,9
213,186,198,9
229,197,248,9
254,191,207,9
242,197,175,9
184,180,197,9
171,224,252,9
198,209,216,9
217,219,195,9
224,182,213,9
189,179,201,9
189,172,232,9
217,213,176,9
195,171,192,9
251,199,219,9
183,175,191,9
233,244,228,9
200,177,197,9
192,180,211,9
213,208,242,9
178,212,198,9
255,227,190,9
177,196,221,9
242,249,174,9
229,232,182,9
241,195,180,9
214,198,189,9
173,203,171,9
179,194,174,9
226,207,173,9
179,237,209,9
208,173,181,9
252,195,184,9
211,176,220,9
207,205,252,9
213,235,200,9
215,240,212,9
253,239,182,9
250,222,201,9
219,207,231,9
177,196,251,9
228,219,235,9
221,214,239,9
182,253,225,9
232,172,182,9
188,193,187,9
200,184,241,9
252,228,204,9
247,202,173,9
177,193,183,9
226,176,221,9
228,247,229,9
200,189,248,9
247,191,188,9
238,226,247,9
239,241,255,9
241,175,193,9
198,226,231,9
191,223,197,9
240,172,209,9
247,219,175,9
203,231,195,9
186,219,233,9
206,251,210,9
183,208,207,9
251,199,241,9
252,215,197,9
213,203,208,9
240,227,194,9
172,204,191,9
205,249,219,9
230,184,211,9
179,197,225,9
205,252,252,9
248,186,208,9
180,219,215,9
234,226,241,9
241,250,233,9
236,254,213,9
220,241,207,9
229,231,213,9
238,210,223,9
219,218,186,9
244,228,173,9
253,254,245,9
206,213,184,9
242,236,178,9
229,235,248,9
224,188,207,9
182,207,193,9
218,221,208,9
198,198,238,9
223,202,250,9
194,175,193,9
207,244,227,9
195,171,255,9
242,226,249,9
214,192,223,9
174,183,230,9
232,204,222,9
181,233,204,9
247,215,194,9
213,235,253,9
196,237,194,9
189,202,252,9
188,175,227,9
177,215,219,9
235,178,193,9
193,248,252,9
228,236,233,9
189,199,220,9
198,199,194,9
227,198,237,9
226,253,226,9
226,183,217,9
200,240,195,9
194,222,199,9
175,231,179,9
209,210,220,9
206,232,176,9
237,201,215,9
177,207,247,9
212,216,182,9
187,176,210,9
231,219,205,9
233,190,225,9
223,233,244,9
240,187,250,9
246,207,246,9
216,246,230,9
206,173,241,9
199,207,236,9
224,229,243,9
210,188,183,9
196,182,222,9
211,215,236,9
208,243,233,9
237,228,199,9
197,230,194,9
211,190,236,9
190,229,182,9
210,226,201,9
189,207,175,9
182,244,201,9
247,198,206,9
189,201,246,9
206,233,221,9
233,238,199,9
216,200,230,9
171,232,242,9
210,255,193,9
215,236,199,9
171,179,178,9
208,216,249,9
229,232,226,9
207,244,231,9
225,196,207,9
184,216,212,9
218,242,231,9
220,238,231,9
255,172,223,9
236,228,210,9
225,207,230,9
238,222,179,9
208,173,223,9
222,174,226,9
239,239,207,9
172,218,208,9
225,229,174,9
204,204,252,9
201,190,188,9
246,182,179,9
216,240,231,9
249,243,237,9
177,236,244,9
251,232,221,9
176,253,238,9
221,193,187,9
235,200,203,9
205,245,223,9
175,178,249,9
238,226,252,9
205,215,231,9
183,247,255,9
172,176,241,9
243,251,249,9
191,190,190,9
196,182,184,9
221,190,207,9
243,200,193,9
173,202,249,9
176,173,249,9
175,224,208,9
171,186,236,9
186,178,233,9
234,190,247,9
185,193,182,9
192,208,233,9
175,204,209,9
226,252,232,9
229,225,232,9
238,183,181,9
239,210,213,9
173,227,187,9
187,194,182,9
177,220,189,9
180,235,244,9
176,248,187,9
242,226,200,9
182,182,242,9
174,184,251,9
205,189,193,9
243,177,245,9
222,205,229,9
248,234,174,9
186,185,182,9
211,183,239,9
187,243,215,9
215,198,217,9
253,211,181,9
231,180,206,9
205,192,215,9
182,186,226,9
232,200,214,9
175,194,200,9
217,251,243,9
253,200,211,9
223,189,243,9
214,216,239,9
173,231,226,9
230,240,232,9
214,234,245,9
172,213,189,9
186,198,192,9
198,213,227,9
210,183,232,9
189,211,216,9
220,225,251,9
231,222,223,9
173,251,197,9
204,205,251,9
172,234,212,9
243,254,234,9
192,227,243,9
231,195,203,9
218,178,179,9
240,199,214,9
214,213,250,9
199,188,224,9
195,172,181,9
218,175,209,9
176,221,252,9
179,207,183,9
201,234,234,9
207,174,215,9
234,190,192,9
203,213,187,9
194,231,249,9
227,253,250,9
178,249,171,9
208,238,181,9
197,212,221,9
197,179,204,9
215,175,210,9
196,185,172,9
212,239,191,9
219,223,213,9
198,217,247,9
235,215,178,9
248,223,178,9
246,249,198,9
234,186,224,9
231,247,213,9
211,209,173,9
208,196,202,9
234,183,178,9
191,209,181,9
200,219,227,9
186,206,248,9
224,199,245,9
180,189,232,9
194,211,206,9
243,203,217,9
255,185,184,9
224,174,237,9
187,215,233,9
238,229,238,9
253,211,205,9
177,214,184,9
171,245,192,9
225,208,239,9
172,180,235,9
244,237,228,9
231,191,217,9
208,251,193,9
249,173,226,9
181,183,173,9
249,182,242,9
225,196,191,9
233,192,218,9
251,227,201,9
189,177,216,9
213,255,204,9
188,207,205,9
239,247,215,9
202,245,221,9
178,181,203,9
175,190,244,9
184,211,229,9
202,221,184,9
205,244,254,9
219,245,192,9
190,253,204,9
221,184,228,9
247,196,188,9
255,224,181,9
212,199,179,9
179,237,221,9
184,219,208,9
208,207,204,9
196,175,172,9
240,210,249,9
196,176,194,9
212,203,186,9
179,213,213,9
195,218,191,9
202,175,199,9
213,172,244,9
213,189,202,9
226,207,209,9
225,182,221,9
207,196,228,9
247,244,242,9
200,218,171,9
205,211,202,9
251,204,225,9
221,193,190,9
211,235,252,9
209,187,200,9
235,172,176,9
231,207,175,9
203,217,190,9
245,237,217,9
246,239,235,9
196,253,180,9
217,243,209,9
226,221,192,9
182,203,218,9
191,213,219,9
197,211,255,9
217,237,176,9
249,215,217,9
234,226,208,9
197,208,214,9
214,177,193,9
226,212,233,9
251,245,195,9
188,232,178,9
214,189,230,9
186,249,178,9
208,176,242,9
225,222,193,9
254,176,213,9
177,221,188,9
214,207,187,9
250,251,231,9
213,243,194,9
180,251,197,9
210,248,196,9
175,201,235,9
237,178,204,9
214,230,246,9
238,202,189,9
238,185,249,9
234,212,186,9
223,195,172,9
204,228,194,9
240,193,199,9
229,252,233,9
181,213,189,9
211,178,189,9
180,243,190,9
175,202,200,9
188,176,181,9
234,188,233,9
243,241,239,9
224,204,210,9
179,208,229,9
212,193,213,9
174,217,205,9
228,216,230,9
172,231,230,9
215,196,250,9
186,241,227,9
194,172,189,9
180,176,244,9
178,190,194,9
173,242,252,9
220,227,190,9
203,251,172,9
194,238,202,9
186,229,196,9
207,172,200,9
217,203,191,9
186,248,202,9
243,238,203,9
199,211,242,9
184,248,185,9
204,230,206,9
219,241,225,9
217,208,177,9
228,177,252,9
179,194,214,9
183,175,227,9
193,185,219,9
243,252,214,9
197,198,218,9
243,236,171,9
191,236,207,9
197,253,191,9
243,249,210,9
172,190,234,9
192,177,193,9
230,221,216,9
243,185,205,9
254,194,186,9
207,191,224,9
217,239,236,9
229,194,198,9
186,222,251,9
219,221,251,9
184,193,231,9
248,223,182,9
209,251,187,9
199,195,246,9
207,255,171,9
224,205,202,9
183,236,234,9
188,211,223,9
227,207,183,9
197,246,207,9
222,178,199,9
191,184,200,9
218,209,238,9
187,192,250,9
215,194,226,9
230,189,209,9
187,191,241,9
220,188,221,9
198,198,177,9
232,223,235,9
215,182,218,9
255,218,185,9
189,251,254,9
248,178,208,9
248,187,210,9
212,213,174,9
216,223,179,9
185,175,210,9
211,243,224,9
217,254,224,9
175,244,236,9
249,242,208,9
187,251,188,9
194,191,226,9
227,201,172,9
253,208,215,9
209,221,246,9
241,175,250,9
248,250,245,9
193,222,224,9
225,227,199,9
187,246,213,9
252,245,232,9
191,252,249,9
175,215,39,10
197,248,61,10
178,227,40,10
201,177,21,10
196,240,81,10
185,242,51,10
173,219,66,10
223,228,63,10
178,248,6,10
196,222,63,10
226,250,81,10
252,177,70,10
245,177,79,10
224,253,76,10
182,212,10,10
210,185,36,10
241,178,24,10
251,232,50,10
232,230,33,10
243,204,31,10
179,249,83,10
225,203,33,10
194,188,7,10
185,219,12,10
237,219,80,10
171,232,49,10
214,255,46,10
243,177,51,10
252,252,84,10
240,219,84,10
204,188,0,10
203,177,77,10
188,229,79,10
193,183,82,10
172,240,37,10
251,180,23,10
232,249,74,10
177,196,9,10
215,230,22,10
249,197,55,10
217,227,76,10
220,235,75,10
207,187,6,10
255,236,0,10
190,207,9,10
183,255,17,10
174,205,28,10
206,234,85,10
202,230,71,10
238,196,24,10
194,244,65,10
234,208,3,10
198,220,15,10
180,253,8,10
184,192,45,10
227,173,1,10
221,234,60,10
179,188,81,10
239,189,42,10
229,208,48,10
219,239,83,10
238,198,85,10
251,173,39,10
205,197,3,10
196,171,18,10
194,227,65,10
234,233,10,10
197,219,30,10
196,229,36,10
231,188,55,10
181,248,40,10
235,206,75,10
255,236,21,10
181,199,15,10
248,218,66,10
221,229,34,10
178,225,4,10
246,248,28,10
238,251,33,10
178,190,30,10
221,250,46,10
221,233,44,10
244,206,18,10
225,186,22,10
183,213,57,10
240,217,4,10
191,244,16,10
205,242,83,10
178,217,18,10
180,210,33,10
182,255,69,10
216,177,5,10
241,240,51,10
224,238,63,10
220,253,50,10
208,251,85,10
173,238,35,10
182,188,20,10
194,205,11,10
188,235,85,10
224,194,69,10
183,234,68,10
176,198,5,10
251,190,85,10
223,238,54,10
222,207,83,10
246,208,65,10
200,228,79,10
252,176,27,10
237,240,32,10
224,172,84,10
182,214,23,10
226,178,4,10
234,229,61,10
184,208,78,10
246,224,14,10
231,178,80,10
229,246,46,10
226,179,31,10
250,202,84,10
178,216,30,10
197,230,25,10
219,208,35,10
216,183,16,10
203,210,4,10
171,229,65,10
174,236,13,10
199,218,33,10
252,243,57,10
254,190,29,10
204,209,67,10
246,214,47,10
219,235,30,10
215,240,75,10
252,180,55,10
237,183,16,10
216,203,47,10
173,241,77,10
231,197,17,10
235,239,66,10
180,214,58,10
233,171,75,10
190,233,10,10
176,231,47,10
189,251,65,10
192,226,14,10
234,207,84,10
180,241,51,10
202,193,81,10
253,226,76,10
179,241,15,10
194,216,30,10
194,253,85,10
236,222,80,10
196,238,49,10
229,226,14,10
171,241,55,10
172,192,54,10
176,174,6,10
176,226,0,10
202,213,72,10
210,254,60,10
233,255,57,10
172,173,56,10
204,213,29,10
177,232,35,10
177,172,65,10
217,173,80,10
252,233,58,10
255,232,31,10
175,234,70,10
220,210,6,10
199,196,48,10
236,172,66,10
247,228,67,10
242,204,31,10
222,232,75,10
247,222,69,10
184,217,57,10
189,213,24,10
203,244,53,10
236,231,52,10
212,203,74,10
255,226,65,10
208,199,45,10
211,189,63,10
188,195,51,10
228,251,60,10
190,199,27,10
248,221,22,10
201,215,33,10
176,196,33,10
225,188,70,10
230,254,48,10
227,200,62,10
249,194,4,10
242,232,1,10
188,193,66,10
223,255,70,10
255,242,29,10
231,198,11,10
217,174,49,10
172,214,58,10
215,244,55,10
242,177,2,10
249,211,80,10
195,231,59,10
173,249,34,10
240,216,53,10
174,218,56,10
207,201,65,10
176,242,20,10
207,242,48,10
203,185,43,10
185,235,2,10
184,199,30,10
211,175,43,10
234,180,20,10
183,205,9,10
198,178,77,10
213,226,35,10
255,171,8,10
225,189,40,10
226,249,30,10
248,178,70,10
177,193,24,10
254,245,4,10
220,209,84,10
225,179,15,10
180,195,14,10
212,177,49,10
194,215,62,10
203,239,36,10
226,179,72,10
206,221,14,10
209,252,57,10
232,213,28,10
200,181,42,10
250,215,66,10
204,195,12,10
232,186,44,10
193,247,82,10
194,230,70,10
188,211,11,10
201,183,21,10
195,236,71,10
198,240,47,10
179,223,66,10
217,198,10,10
202,224,16,10
213,175,14,10
198,197,59,10
233,209,40,10
212,221,34,10
233,224,44,10
215,234,0,10
247,185,4,10
185,220,53,10
231,209,21,10
194,182,18,10
191,244,84,10
181,220,35,10
253,175,79,10
255,181,40,10
243,245,65,10
249,246,12,10
227,227,8,10
216,193,67,10
225,255,61,10
179,190,72,10
181,184,15,10
213,187,52,10
207,230,15,10
242,243,76,10
246,181,60,10
249,254,25,10
210,224,38,10
210,219,50,10
229,217,56,10
248,235,18,10
172,249,28,10
191,189,74,10
196,249,67,10
184,222,30,10
255,223,16,10
241,193,56,10
188,191,14,10
230,184,83,10
175,208,11,10
190,252,27,10
190,218,27,10
194,252,31,10
204,187,21,10
200,227,14,10
192,203,71,10
214,238,74,10
210,251,85,10
236,254,55,10
203,229,18,10
210,246,2,10
205,197,62,10
241,202,75,10
178,204,25,10
231,226,37,10
254,242,65,10
174,245,13,10
182,202,64,10
185,217,31,10
213,215,58,10
212,244,25,10
201,187,59,10
188,201,46,10
178,247,6,10
222,228,9,10
247,233,35,10
171,224,62,10
216,204,77,10
234,175,25,10
254,214,5,10
241,179,1,10
217,234,29,10
212,202,13,10
233,199,48,10
185,235,65,10
235,222,54,10
213,209,48,10
222,222,24,10
175,221,58,10
203,217,82,10
197,247,7,10
255,207,6,10
226,255,80,10
247,243,6,10
201,227,23,10
187,209,61,10
215,237,6,10
203,205,38,10
212,224,6,10
197,206,41,10
255,213,60,10
220,235,33,10
192,249,43,10
237,239,78,10
177,212,59,10
211,240,72,10
199,217,43,10
215,181,5,10
209,182,61,10
249,235,75,10
228,214,82,10
203,196,30,10
244,211,6,10
173,208,2,10
238,173,48,10
186,244,70,10
244,179,15,10
232,176,0,10
216,217,11,10
206,209,76,10
175,175,24,10
205,173,85,10
173,223,9,10
204,177,73,10
252,219,83,10
171,184,74,10
206,242,55,10
189,243,16,10
181,250,5,10
184,254,44,10
212,227,79,10
232,236,70,10
255,182,51,10
194,251,83,10
241,192,18,10
226,193,35,10
231,192,47,10
176,253,50,10
205,205,77,10
220,253,39,10
198,219,76,10
233,216,26,10
209,254,30,10
248,176,31,10
178,206,84,10
218,182,59,10
245,231,82,10
218,241,48,10
203,237,51,10
220,191,32,10
191,218,57,10
198,180,70,10
199,198,6,10
220,239,74,10
215,250,16,10
184,190,75,10
179,248,40,10
222,197,28,10
215,232,17,10
229,216,35,10
197,244,52,10
186,249,11,10
234,250,60,10
235,184,42,10
225,247,2,10
188,179,52,10
252,235,41,10
251,176,69,10
216,239,47,10
243,227,74,10
229,252,29,10
244,252,32,10
210,198,41,10
230,241,37,10
184,193,81,10
184,236,37,10
225,231,83,10
186,218,25,10
194,213,39,10
251,205,24,10
193,204,32,10
202,190,80,10
223,232,33,10
175,239,43,10
171,225,8,10
173,189,8,10
253,248,29,10
213,241,76,10
187,171,72,10
250,191,50,10
234,226,36,10
208,197,16,10
245,247,17,10
253,221,29,10
194,173,70,10
223,182,53,10
213,254,3,10
198,231,44,10
211,227,73,10
173,236,46,10
209,245,33,10
178,214,23,10
243,194,78,10
185,197,41,10
206,216,50,10
251,253,1,10
209,247,19,10
228,255,78,10
201,200,2,10
183,249,6,10
228,211,46,10
204,177,6,10
244,218,18,10
203,252,43,10
227,216,43,10
220,209,28,10
213,247,20,10
247,228,69,10
213,202,17,10
246,186,48,10
200,239,39,10
247,171,74,10
249,180,68,10
209,179,62,10
216,194,71,10
194,233,15,10
172,247,2,10
242,198,81,10
204,192,59,10
206,179,50,10
207,243,33,10
184,173,66,10
233,253,82,10
172,230,26,10
241,199,46,10
179,183,24,10
220,241,29,10
250,251,2,10
225,191,7,10
219,207,28,10
229,176,69,10
220,227,14,10
207,199,8,10
247,253,7,10
251,179,77,10
255,178,5,10
217,247,76,10
199,209,81,10
203,173,15,10
183,201,12,10
216,228,21,10
248,241,6,10
187,177,76,10
230,177,21,10
